전공,AIC2003-01,데이터사이언스개론,3,이우진,"수5.0-6.0/13:00-14:30,목2.5-3.5/10:30-12:00"
전공,AIC2011-01,AI콘텐츠융합개론,3,조경은,금2.0-4.5/10:00-13:00
전공,AIE2001-01,메타버스프로그래밍,3,*,금9.0-12.5/17:00-20:30
전공,AIE2006-01,메타버스콘텐츠디자인,3,이영숙,금6.0-8.5/14:00-17:00
전공,AIE2009-01,기초융합프로젝트1,3,성연식,목9.0-12.5/17:00-20:30
전공,ASW2005-01,자료구조,3,*,"수2.0-3.5/10:00-12:00,금2.0-3.5/10:00-12:00"
전공,ASW2005-02,자료구조,3,*,"화2.0-3.5/10:00-12:00,목2.0-3.5/10:00-12:00"
전공,ASW2007-01,프로그래밍기초,3,박재철,"수9.0-10.5/17:00-18:50,목9.0-10.5/17:00-18:50"
전공,ASW2007-02,프로그래밍기초,3,한인,"월6.0-7.5/14:00-16:00,수7.0-8.5/15:00-17:00"
전공,ASW2007-03,프로그래밍기초,3,김시명,"수9.0-10.5/17:00-18:50,목2.0-3.5/10:00-12:00"
전공,ASW2007-04,프로그래밍기초,3,강태선,"화7.0-8.5/15:00-17:00,금6.0-7.5/14:00-16:00"
전공,ASW2008-01,심화프로그래밍,3,조성인,"화2.0-3.5/10:00-12:00,수7.0-8.5/15:00-17:00"
전공,ASW2008-02,심화프로그래밍,3,윤성림,"화2.0-3.5/10:00-12:00,수2.0-3.5/10:00-12:00"
전공,ASW2008-03,심화프로그래밍,3,윤성림,"화5.0-6.5/13:00-15:00,수5.0-6.5/13:00-15:00"
전공,ASW2010-01,융합기초프로그래밍,3,성연식,"월2.0-3.5/10:00-12:00,목7.0-8.5/15:00-17:00"
전공,ASW2010-02,융합기초프로그래밍,3,장혜령,"화7.0-8.5/15:00-17:00,목7.0-8.5/15:00-17:00"
전공,ASW2010-03,융합기초프로그래밍,3,*,"월7.0-8.5/15:00-17:00,수7.0-8.5/15:00-17:00"
