전공,AIC2003,01,데이터사이언스개론,3,이우진,수,780,870,목,630,720
전공,AIC2010,01,수치해석및최적화,3,이우진,화,900,990,목,900,990
전공,AIC2011,01,AI콘텐츠융합개론,3,조경은,금,600,780
전공,AID2001,01,통계이론1,3,*,월,780,870,수,780,870
전공,AIE2001,01,메타버스프로그래밍,3,*,금,1020,1230
전공,AIE2006,01,메타버스콘텐츠디자인,3,이영숙,금,840,1020
전공,AIE2009,01,기초융합프로젝트1,3,성연식,목,1020,1230
전공,ASW2004,01,어드벤처디자인,3,신연순,화,780,900,목,780,900
전공,ASW2004,02,어드벤처디자인,3,장혜령,월,600,720,수,600,720
전공,ASW2004,03,어드벤처디자인,3,조성인,화,810,990
전공,ASW2005,01,자료구조,3,*,수,600,720,금,600,720
전공,ASW2005,02,자료구조,3,*,화,600,720,목,600,720
전공,ASW2007,01,프로그래밍기초,3,박재철,수,1020,1130,목,1020,1130
전공,ASW2007,02,프로그래밍기초,3,한인,월,840,960,수,900,1020
전공,ASW2007,03,프로그래밍기초,3,김시명,수,1020,1130,목,600,720
전공,ASW2007,04,프로그래밍기초,3,강태선,화,900,1020,금,840,960
전공,ASW2008,01,심화프로그래밍,3,조성인,화,600,720,수,900,1020
전공,ASW2008,02,심화프로그래밍,3,윤성림,화,600,720,수,600,720
전공,ASW2008,03,심화프로그래밍,3,윤성림,화,780,900,수,780,900
전공,ASW2009,01,객체지향프로그래밍,3,*,화,780,900,목,780,900
전공,ASW2009,02,객체지향프로그래밍,3,*,월,900,1020,목,1020,1130
전공,ASW2009,03,객체지향프로그래밍,3,박재철,*
전공,ASW2009,04,객체지향프로그래밍,3,*,화,960,1080,금,960,1080
전공,ASW2010,01,융합기초프로그래밍,3,성연식,월,600,720,목,900,1020
전공,ASW2010,02,융합기초프로그래밍,3,장혜령,화,900,1020,목,900,1020
전공,ASW2010,03,융합기초프로그래밍,3,*,월,900,1020,수,900,1020
전공,CSE2017,01,자료구조와실습,3,최은만,화,600,720,목,780,900
전공,CSE2017,02,자료구조와실습,3,김준태,화,780,900,목,600,720
전공,CSE2017,03,자료구조와실습,3,김시명,수,900,1020,목,780,900
전공,CSE2018,01,컴퓨터구성,3,*,월,600,720,수,480,600
전공,CSE2018,02,컴퓨터구성,3,*,월,480,600,수,600,720
전공,CSE2025,01,계산적사고법,3,손윤식,월,1020,1105,목,1020,1105
전공,CSE2025,02,계산적사고법,3,*,월,930,1020,목,930,1020
전공,MME2052,01,멀티미디어고급수학,3,이철,수,810,900,목,810,900
전공,ASW4004,01,소프트웨어품질및안전성보증,3,*,*
전공,ASW4009,01,운영체제,3,김경아,금,570,750
전공,ASW4009,02,운영체제,3,정준호,월,930,1020,수,930,1020
전공,ASW4009,03,운영체제,3,*,화,900,990,목,810,900
전공,ASW4012,01,머신러닝,3,성연식,월,780,900,목,780,900
전공,ASW4012,02,머신러닝,3,김준태,수,900,1020,목,900,1020
전공,ASW4012,03,머신러닝,3,김준태,수,1020,1130,목,1020,1130
전공,ASW4014,01,공개SW프로젝트,3,손윤식,화,600,720,목,600,720
전공,ASW4014,02,공개SW프로젝트,3,정준호,화,630,750,금,810,930
전공,ASW4016,01,컴퓨터보안,3,정준호,월,780,900,수,780,900
전공,ASW4016,02,컴퓨터보안,3,김영부,수,600,720,금,810,930
전공,CSE4031,01,형식언어,3,손윤식,월,630,720,금,630,720
전공,CSE4031,02,형식언어,3,손윤식,월,810,900,금,810,900
전공,CSE4037,01,데이터베이스시스템,3,이용규,월,600,690,수,810,900
전공,CSE4037,02,데이터베이스시스템,3,이용규,월,810,900,수,600,690
전공,CSE4043,01,컴퓨터네트워킹,3,안종석,화,900,990,목,930,1020
전공,CSE4043,02,컴퓨터네트워킹,3,안종석,화,630,720,목,810,900
전공,CSE4051,01,객체지향설계와패턴,3,최은만,화,780,900,목,600,720
전공,CSE4061,01,S/W품질관리및테스팅,3,이호정,화,600,720,금,600,720
전공,CSE4066,01,컴퓨터공학종합설계1,3,정준호,화,1105,1205,금,960,1080
전공,CSE4066,02,컴퓨터공학종합설계1,3,안종석,화,1020,1130,금,960,1080
전공,CSE4066,03,컴퓨터공학종합설계1,3,손윤식,화,1080,1180,금,960,1080
전공,CSE4066,04,컴퓨터공학종합설계1,3,정진우,화,1080,1180,금,960,1080
전공,CSE4067,01,컴퓨터공학종합설계2,3,정준호,화,990,1105,금,1080,1180
전공,CSE4073,01,인간컴퓨터상호작용시스템,3,정진우,화,780,900,목,780,900
전공,CSE4082,01,데이터분석 및 실습,3,*,월,780,900,수,600,720
전공,CSE4083,01,양자컴퓨팅,3,*,월,1020,1105,목,1020,1105
전공,MME4011,01,멀티미디어데이타베이스,3,*,수,900,990,금,900,990
전공,MME4117,01,모바일웹프로그래밍(캡스톤디자인),3,*,금,810,990
전공,MME4119,01,디지털신호처리,3,이철,수,540,630,목,540,630
전공,MME4122,01,멀티미디어종합설계(캡스톤디자인),3,이철,화,990,1155
전공,MME4124,01,GPU병렬프로그래밍(캡스톤디자인),3,윤승현,화,810,990
전공,MME4125,01,게임엔진프로그래밍(캡스톤디자인),3,조경은,월,600,780,화,600,780
전공,MME4127,01,게임인공지능,3,조경은,월,600,780,화,600,780
전공,MME4128,01,가상현실,3,윤승현,월,630,720,목,630,720
전공,MME4129,01,컴퓨터비전입문,3,조성인,월,930,1020,수,630,720
